Name,URL,Position,HallOfFame,TotalYears,LastYear,Active
Kenneth Acker,/A/AckeKe00.htm,CB,0,4,2017,False
Johnny Adams,/A/AdamJo02.htm,CB,0,1,2013,False
Jude Adjei-Barimah,/A/AdjeJu00.htm,CB,0,2,2016,False
Jamal Agnew,/A/AgneJa00.htm,CB,0,3,2019,True
Vince Agnew,/A/AgneVi00.htm,CB,0,1,2012,False
Walt Aikens,/A/AikeWa00.htm,CB,0,6,2019,True
Jaire Alexander,/A/AlexJa00.htm,CB,0,2,2019,True
Mackensie Alexander,/A/AlexMa01.htm,CB,0,4,2019,True
Robert Alford,/A/AlfoRo00.htm,CB,0,6,2018,True
Brian Allen,/A/AlleBr01.htm,CB,0,2,2018,True
Ricardo Allen,/A/AlleRi00.htm,CB,0,6,2019,True
David Amerson,/A/AmerDa00.htm,CB,0,6,2018,False
Prince Amukamara,/A/AmukPr00.htm,CB,0,9,2019,True
Ri'Shard Anderson,/A/AndeRi01.htm,CB,0,1,2014,False
Eli Apple,/A/ApplEl00.htm,CB,0,4,2019,True
Cornell Armstrong,/A/ArmsCo00.htm,CB,0,2,2019,True
Blessuan Austin,/A/AustBl00.htm,CB,0,1,2019,True
Anthony Averett,/A/AverAn00.htm,CB,0,2,2019,True
Chidobe Awuzie,/A/AwuzCh00.htm,CB,0,3,2019,True
Deandre Baker,/B/BakeDe00.htm,CB,0,1,2019,True
Corey Ballentine,/B/BallCo00.htm,CB\n,0,1,2019,True
Johnthan Banks,/B/BankJo00.htm,CB,0,5,2017,False
Adairius Barnes,/B/BarnAd01.htm,CB,0,1,2016,False
Deion Belue,/B/BeluDe00.htm,CB,0,1,2014,False
Bill Bentley,/B/BentBi00.htm,CB,0,4,2015,False
Bene Benwikere,/B/BenwBe00.htm,CB,0,5,2018,False
Jordan Bernstine,/B/BernJo00.htm,CB,0,1,2012,False
Justin Bethel,/B/BethJu00.htm,CB,0,8,2019,True
Conroy Black,/B/BlacCo00.htm,CB,0,1,2012,False
Antwon Blake,/B/BlakAn00.htm,CB,0,5,2016,False
Robert Blanton,/B/BlanRo00.htm,CB,0,6,2017,False
Omar Bolden,/B/BoldOm00.htm,CB,0,4,2015,False
Breon Borders,/B/BordBr00.htm,CB,0,3,2019,True
A.J. Bouye,/B/BouyA.00.htm,CB,0,7,2019,True
Kris Boyd,/B/BoydKr00.htm,CB,0,1,2019,True
Brandon Boykin,/B/BoykBr00.htm,CB,0,4,2015,False
James Bradberry,/B/BradJa00.htm,CB,0,4,2019,True
Delvin Breaux,/B/BreaDe00.htm,CB,0,2,2016,False
Bashaud Breeland,/B/BreeBa00.htm,CB,0,6,2019,True
Courtney Bridget,/B/BridCo00.htm,CB,0,1,2014,False
Cariel Brooks,/B/BrooCa00.htm,CB,0,1,2015,False
Derrius Brooks,/B/BrooDe01.htm,CB,0,1,2014,False
Ron Brooks,/B/BrooRo01.htm,CB,0,5,2016,False
Anthony Brown,/B/BrowAn02.htm,CB,0,4,2019,True
Donatello Brown,/B/BrowDo02.htm,CB,0,1,2017,False
Tony Brown,/B/BrowTo01.htm,CB,0,2,2019,True
Brandon Browner,/B/BrowBr00.htm,CB,0,5,2015,False
Marcus Burley,/B/BurlMa00.htm,CB,0,4,2017,False
Kendric Burney,/B/BurnKe00.htm,CB,0,1,2012,False
Artie Burns,/B/BurnAr00.htm,CB,0,4,2019,True
Juston Burris,/B/BurrJu00.htm,CB,0,4,2019,True
Malcolm Butler,/B/ButlMa01.htm,CB,0,6,2019,True
Mario Butler,/B/ButlMa00.htm,CB,0,4,2015,False
Carrington Byndom,/B/ByndCa00.htm,CB,0,1,2014,False
Bryce Callahan,/C/CallBr00.htm,CB,0,4,2018,True
Maurice Canady,/C/CanaMa00.htm,CB,0,4,2019,True
Roc Carmichael,/C/CarmRo00.htm,CB,0,3,2014,False
Deveron Carr,/C/CarrDe01.htm,CB,0,1,2013,False
T.J. Carrie,/C/CarrTr00.htm,CB,0,6,2019,True
Alex Carter,/C/CartAl01.htm,CB,0,3,2018,False
Chance Casey,/C/CaseCh00.htm,CB,0,2,2014,False
Morris Claiborne,/C/ClaiMo00.htm,CB,0,8,2019,True
Jeremy Clark,/C/ClarJe04.htm,CB,0,2,2018,True
Red Cochran,/C/CochRe20.htm,CB-FB-HB,0,3,1949,False
Ross Cockrell,/C/CockRo00.htm,CB,0,6,2019,True
Justin Coleman,/C/ColeJu01.htm,CB,0,5,2019,True
Xavier Coleman,/C/ColeXa00.htm,CB,0,1,2017,False
Jalen Collins,/C/CollJa02.htm,CB,0,2,2016,True
Aaron Colvin,/C/ColvAa00.htm,CB,0,6,2019,True
Sanders Commings,/C/CommSa00.htm,CB,0,2,2014,False
Gareon Conley,/C/ConlGa00.htm,CB,0,3,2019,True
Marcus Cooper,/C/CoopMa00.htm,CB,0,6,2018,False
Blake Countess,/C/CounBl00.htm,CB,0,4,2019,True
Xavier Crawford,/C/CrawXa00.htm,CB\n,0,1,2019,True
Marcus Cromartie,/C/CromMa01.htm,CB,0,4,2017,False
Keion Crossen,/C/CrosKe00.htm,CB,0,2,2019,True
Dane Cruikshank,/C/CruiDa00.htm,CB,0,2,2019,True
Ronald Darby,/D/DarbRo00.htm,CB,0,5,2019,True
A.J. Davis,/D/DaviA.00.htm,CB,0,3,2014,False
Carlton Davis,/D/DaviCa02.htm,CB,0,2,2019,True
Chris Davis,/D/DaviCh05.htm,CB,0,3,2016,False
Jalen Davis,/D/DaviJa06.htm,CB,0,2,2019,True
Will Davis,/D/DaviWi02.htm,CB,0,4,2016,False
Duke Dawson,/D/DawsDu00.htm,CB,0,1,2019,True
Jamel Dean,/D/DeanJa00.htm,CB,0,1,2019,True
Treston Decoud,/D/DecoTr00.htm,CB,0,2,2018,False
Dee Delaney,/D/DelaDe00.htm,CB,0,2,2019,True
Alfonzo Dennard,/D/DennAl00.htm,CB,0,3,2014,False
Antonio Dennard,/D/DennAn00.htm,CB,0,1,2012,False
Darqueze Dennard,/D/DennDa00.htm,CB,0,6,2019,True
Pierre Desir,/D/DesiPi00.htm,CB,0,6,2019,True
Quandre Diggs,/D/DiggQu00.htm,CB,0,5,2019,True
Brandon Dixon,/D/DixoBr00.htm,CB,0,4,2017,False
Brian Dixon,/D/DixoBr01.htm,CB,0,3,2016,False
Makinton Dorleant,/D/DorlMa00.htm,CB,0,1,2016,True
Lorenzo Doss,/D/DossLo00.htm,CB,0,4,2018,False
Rasul Douglas,/D/DougRa00.htm,CB,0,3,2019,True
Greg Ducre,/D/DucrGr00.htm,CB,0,2,2015,False
Kenneth Durden,/D/DurdKe00.htm,CB,0,1,2018,False
Corn Elder,/E/EldeCo00.htm,CB,0,2,2019,True
DeAndre Elliott,/E/ElliDe01.htm,CB,0,1,2016,False
Javien Elliott,/E/ElliJa01.htm,CB,0,4,2019,True
Randall Evans,/E/EvanRa00.htm,CB,0,1,2015,False
Deshazor Everett,/E/EverDe01.htm,CB,0,5,2019,True
Antone Exum,/E/ExumAn00.htm,CB,0,6,2019,True
Brandon Facyson,/F/FacyBr00.htm,CB,0,2,2019,True
Bobby Felder,/F/FeldBo00.htm,CB,0,1,2012,False
Chandler Fenner,/F/FennCh00.htm,CB,0,3,2014,False
Rashad Fenton,/F/FentRa00.htm,CB,0,1,2019,True
Mark Fields,/F/FielMa01.htm,CB,0,1,2019,True
Jamell Fleming,/F/FlemJa00.htm,CB,0,4,2015,False
Donnie Fletcher,/F/FletDo00.htm,CB,0,1,2012,False
Kevin Fogg,/F/FoggKe00.htm,CB,0,1,2014,False
Mike Ford,/F/FordMi01.htm,CB,0,2,2019,True
Terrence Frederick,/F/FredTe00.htm,CB,0,3,2014,False
Isaiah Frey,/F/FreyIs00.htm,CB,0,3,2014,False
Cameron Fuller,/F/FullCa00.htm,CB,0,1,2014,False
Kendall Fuller,/F/FullKe00.htm,CB,0,4,2019,True
Kyle Fuller,/F/FullKy00.htm,CB,0,6,2019,True
Charles Gaines,/G/GainCh00.htm,CB,0,1,2015,False
E.J. Gaines,/G/GainE.00.htm,CB,0,5,2018,True
Phillip Gaines,/G/GainPh00.htm,CB,0,6,2019,True
Gregory Gatson,/G/GatsGr00.htm,CB,0,1,2012,False
Rashaan Gaulden,/G/GaulRa00.htm,CB,0,2,2019,True
Justin Gilbert,/G/GilbJu00.htm,CB,0,3,2016,False
Stephon Gilmore,/G/GilmSt00.htm,CB,0,8,2019,True
Tay Glover-Wright,/G/GlovTa00.htm,CB,0,2,2015,False
Demetri Goodson,/G/GoodDe00.htm,CB,0,3,2016,False
Doran Grant,/G/GranDo00.htm,CB,0,1,2015,False
Dwayne Gratz,/G/GratDw00.htm,CB,0,4,2016,False
Isaiah Green,/G/GreeIs00.htm,CB,0,2,2013,False
Marshay Green,/G/GreeMa01.htm,CB,0,2,2012,False
Chris Greenwood,/G/GreeCh01.htm,CB,0,3,2014,False
Ladarius Gunter,/G/GuntLa00.htm,CB,0,3,2017,False
Nate Hairston,/H/HairNa00.htm,CB,0,3,2019,True
Andre Hal,/H/HalxAn00.htm,CB,0,5,2018,False
Grant Haley,/H/HaleGr00.htm,CB,0,2,2019,True
Deiondre' Hall,/H/HallDe02.htm,CB,0,3,2018,False
Antonio Hamilton,/H/HamiAn01.htm,CB,0,4,2019,True
Victor Hampton,/H/HampVi00.htm,CB,0,1,2014,False
Vernon Hargreaves,/H/HargVe00.htm,CB,0,4,2019,True
Chris Harris,/H/HarrCh01.htm,CB,0,9,2019,True
Davontae Harris,/H/HarrDa05.htm,CB,0,2,2019,True
Jeremy Harris,/H/HarrJe02.htm,CB,0,2,2015,False
Mike Harris,/H/HarrMi00.htm,CB,0,3,2014,False
Dominique Hatfield,/H/HatfDo00.htm,CB,0,2,2018,True
Chris Hawkins,/H/HawkCh00.htm,CB,0,1,2011,False
Josh Hawkins,/H/HawkJo00.htm,CB,0,3,2018,False
D.J. Hayden,/H/HaydDJ00.htm,CB,0,7,2019,True
T.J. Heath,/H/HeatT.00.htm,CB,0,4,2014,False
Tre Herndon,/H/HernTr00.htm,CB,0,2,2019,True
Aaron Hester,/H/HestAa00.htm,CB,0,1,2014,False
Holton Hill,/H/HillHo00.htm,CB,0,2,2019,True
Jaylen Hill,/H/HillJa01.htm,CB,0,1,2017,False
Troy Hill,/H/HillTr01.htm,CB,0,5,2019,True
Darius Hillary,/H/HillDa02.htm,CB,0,1,2017,False
Mike Hilton,/H/HiltMi01.htm,CB,0,3,2019,True
Nick Hixson,/H/HixsNi00.htm,CB,0,1,2012,False
Ka'dar Hollman,/H/HollKa00.htm,CB\n,0,1,2019,True
Joshua Holsey,/H/HolsJo01.htm,CB,0,2,2018,False
Jayron Hosley,/H/HoslJa00.htm,CB,0,4,2015,False
Travis Howard,/H/HowaTr01.htm,CB,0,1,2014,False
Xavien Howard,/H/HowaXa00.htm,CB,0,4,2019,True
Mike Hughes,/H/HughMi00.htm,CB,0,2,2019,True
Marlon Humphrey,/H/HumpMa00.htm,CB,0,3,2019,True
Michael Hunter,/H/HuntMi00.htm,CB,0,2,2017,True
Demontre Hurst,/H/HursDe00.htm,CB,0,3,2016,False
Micah Hyde,/H/HydeMi00.htm,CB,0,7,2019,True
Prince Charles Iworah,/I/IworPr00.htm,CB,0,1,2016,False
Adoree' Jackson,/J/JackAd00.htm,CB,0,3,2019,True
Asa Jackson,/J/JackAs00.htm,CB,0,6,2017,False
Bennett Jackson,/J/JackBe00.htm,CB,0,6,2019,True
Buddy Jackson,/J/JackBu00.htm,CB,0,1,2012,False
Donte Jackson,/J/JackDo02.htm,CB,0,2,2019,True
Josh Jackson,/J/JackJo01.htm,CB,0,2,2019,True
Michael Jackson,/J/JackMi01.htm,CB,0,1,2019,True
Robert Jackson,/J/JackRo00.htm,CB,0,1,2019,True
William Jackson,/J/JackWi02.htm,CB,0,3,2019,True
Charles James,/J/JameCh00.htm,CB,0,4,2016,False
Craig James,/J/JameCr01.htm,CB,0,2,2019,True
Kendall James,/J/JameKe00.htm,CB,0,1,2014,False
Stanley Jean-Baptiste,/J/JeanSt00.htm,CB,0,4,2017,False
