Name,URL,Position,HallOfFame,TotalYears,LastYear,Active
Lamar Blount,/B/BlouLa20.htm,E-B,0,2,1947,False
Herb Blumer,/B/BlumHe20.htm,E-G-T,0,9,1933,False
E. Bobadash,/B/BobaE.20.htm,E,0,1,1922,False
Lynn Bomar,/B/BomaLy20.htm,E,0,2,1926,False
Bourbon Bondurant,/B/BondBo20.htm,T-E,0,2,1922,False
Elliott Bonowitz,/B/BonoEl20.htm,G-B-T-E,0,3,1925,False
J.R. Boone,/B/BoonJ.20.htm,E-HB,0,6,1953,False
Les Borden,/B/BordLe20.htm,E-DE,0,1,1935,False
John Bosdett,/B/BosdJo20.htm,E,0,1,1920,False
Tony Bova,/B/BovaTo20.htm,E-B,0,6,1947,False
Cloyce Box,/B/BoxxCl00.htm,E-HB,0,6,1954,False
Bob Boyd,/B/BoydBo00.htm,E-DB,0,8,1957,False
Sam Boyd,/B/BoydSa20.htm,E,0,2,1940,False
Max Boydston,/B/BoydMa00.htm,E,0,8,1962,False
Tom Braatz,/B/BraaTo20.htm,LB-E,0,4,1960,False
Hal Bradley,/B/BradHa21.htm,E,0,2,1939,False
Chuck Braidwood,/B/BraiCh20.htm,E,0,4,1933,False
Eddie Bratt,/B/BratEd20.htm,E,0,1,1924,False
John Bredice,/B/BredJo20.htm,E,0,1,1956,False
Phil Brennan,/B/BrenPh20.htm,E,0,1,1930,False
Monte Brethauer,/B/BretMo20.htm,DB-E,0,3,1955,False
Jeep Brett,/B/BretJe20.htm,E-DE,0,2,1937,False
Pete Brewster,/B/BrewPe00.htm,E,0,9,1960,False
Shirley Brick,/B/BricSh20.htm,E,0,1,1920,False
Larry Brink,/B/BrinLa01.htm,DE-E,0,7,1954,False
Gene Brito,/B/BritGe00.htm,DE-E,0,10,1960,False
Maurice Britt,/B/BritMa20.htm,E,0,1,1941,False
Rankin Britt,/B/BritRa21.htm,E,0,1,1939,False
Hal Broda,/B/BrodHa20.htm,E,0,1,1927,False
Tommy Brooker,/B/BrooTo20.htm,E-K,0,5,1966,False
Tom Brown,/B/BrowTo20.htm,E,0,1,1942,False
Gregg Browning,/B/BrowGr21.htm,E,0,1,1947,False
Dick Brubaker,/B/BrubDi00.htm,E-DE,0,6,1960,False
Gail Bruce,/B/BrucGa20.htm,DE-E,0,4,1951,False
Roman Brumm,/B/BrumRo20.htm,E-T-C-G,0,3,1926,False
Bob Bryant,/B/BryaBo00.htm,E,0,1,1960,False
Chuck Bryant,/B/BryaCh20.htm,E,0,1,1962,False
Bill Bucher,/B/BuchBi20.htm,E,0,1,1925,False
Frank Bucher,/B/BuchFr20.htm,E,0,2,1926,False
Bill Buckler,/B/BuckBi20.htm,G-T-E,0,8,1933,False
Phil Bucklew,/B/BuckPh20.htm,E,0,2,1938,False
Ted Buffalo,/B/BuffTe20.htm,T-E-G,0,1,1923,False
Gale Bullman,/B/BullGa20.htm,E,0,1,1925,False
Jeff Burkett,/B/BurkJe20.htm,E-DB,0,1,1947,False
Hank Burnine,/B/BurnHa20.htm,E,0,2,1957,False
Harry Burrus,/B/BurrHa20.htm,B-E,0,3,1948,False
Ray Bush,/B/BushRa20.htm,E,0,1,1926,False
Sam Busich,/B/BusiSa20.htm,E,0,8,1943,False
Larry Cabrelli,/C/CabrLa20.htm,E-DB,0,7,1947,False
Jim Cain,/C/CainJi20.htm,DE-E,0,7,1955,False
Pete Calac,/C/CalaPe20.htm,B-E,0,7,1926,False
Glenn Campbell,/C/CampGl20.htm,E,0,7,1935,False
Ken Campbell,/C/CampKe20.htm,E,0,1,1960,False
Mac Cara,/C/CaraMa20.htm,E,0,2,1938,False
Glenn Carberry,/C/CarbGl20.htm,E,0,3,1925,False
Bob Carey,/C/CareBo20.htm,E,0,7,1958,False
Roy Carlson,/C/CarlRo20.htm,E-G,0,2,1929,False
Ed Carman,/C/CarmEd20.htm,E-T,0,4,1925,False
Art Carney,/C/CarnAr20.htm,G-E,0,2,1926,False
Don Carothers,/C/CaroDo00.htm,E,0,1,1960,False
Joe Carpe,/C/CarpJo20.htm,T-E-C,0,8,1933,False
Preston Carpenter,/C/CarpPr00.htm,E-HB,0,12,1967,False
Bird Carroll,/C/CarrBi20.htm,E,0,5,1925,False
Gene Carroll,/C/CarrGe20.htm,E-G,0,1,1922,False
John Carson,/C/CarsJo00.htm,E,0,7,1960,False
Joe Carter,/C/CartJo20.htm,E,0,13,1945,False
Charlie Carton,/C/CartCh21.htm,E-T-G-C,0,1,1925,False
Walt Cassidy,/C/CassWa20.htm,E,0,1,1924,False
John Cavosie,/C/CavoJo20.htm,B-E,0,3,1933,False
Dan Chamberlain,/C/ChamDa00.htm,E-HB,0,2,1961,False
Guy Chamberlin,/C/ChamGu20.htm,E-WB,1,8,1927,False
Bill Chipley,/C/ChipBi20.htm,E-DB,0,3,1949,False
Koester Christensen,/C/ChriKo20.htm,E,0,1,1930,False
Oscar Christianson,/C/ChriOs20.htm,E-TB,0,4,1924,False
Ed Cifers,/C/CifeEd20.htm,E,0,8,1948,False
Walt Clago,/C/ClagWa20.htm,E,0,2,1922,False
Frank Clair,/C/ClaiFr20.htm,E,0,1,1941,False
Hal Clark,/C/ClarHa20.htm,E-B,0,6,1925,False
Wayne Clark,/C/ClarWa20.htm,E,0,1,1944,False
Frank Clarke,/C/ClarFr00.htm,E,0,11,1967,False
Fred Clarke,/C/ClarFr20.htm,E,0,1,1920,False
Leon Clarke,/C/ClarLe00.htm,E-FL,0,8,1963,False
Paul Cleary,/C/CleaPa20.htm,E-DE,0,2,1949,False
Ainer Cleve,/C/ClevAi20.htm,B-E,0,4,1924,False
Ben Clime,/C/ClimBe20.htm,G-E-WB,0,2,1921,False
Moose Cochran,/C/CochMo20.htm,E,0,1,1922,False
Jim Colclough,/C/ColcJi00.htm,E,0,9,1968,False
Bill Collins,/C/CollBi20.htm,E,0,1,1922,False
Paul Collins,/C/CollPa21.htm,E-DE,0,4,1935,False
Lloyd Colteryahn,/C/ColtLl20.htm,E,0,3,1956,False
Bill Combs,/C/CombBi20.htm,E-DB,0,1,1942,False
Marty Comer,/C/ComeMa20.htm,DE-E,0,3,1948,False
Mel Conger,/C/CongMe20.htm,DE-E,0,2,1947,False
Bill Conkright,/C/ConkBi20.htm,C-LB-E-DE,0,8,1944,False
Ward Connell,/C/ConnWa20.htm,B-E,0,1,1926,False
Clyde Conner,/C/ConnCl00.htm,E,0,8,1963,False
Ham Connors,/C/ConnHa21.htm,E,0,1,1925,False
Marty Conrad,/C/ConrMa20.htm,C-G-E,0,4,1925,False
Jimmy Conzelman,/C/ConzJi20.htm,BB-TB-HB-E,1,10,1929,False
Gene Cook,/C/CookGe20.htm,E,0,1,1959,False
Ted Cook,/C/CookTe20.htm,E-DB,0,4,1950,False
Charlie Copley,/C/CoplCh20.htm,T-E,0,3,1922,False
Al Coppage,/C/CoppAl20.htm,E,0,8,1947,False
Bunny Corcoran,/C/CorcBu20.htm,E-B,0,4,1923,False
Ollie Cordill,/C/CordOl21.htm,DB-P-E,0,3,1969,False
Chuck Corgan,/C/CorgCh20.htm,B-E,0,4,1927,False
Tex Coulter,/C/CoulTe00.htm,T-C-E,0,7,1952,False
Billy Cox,/C/CoxxBi20.htm,DE-DB-HB-E,0,5,1955,False
Larry Craig,/C/CraiLa20.htm,B-E,0,11,1949,False
Clark Craig,/C/CraiCl20.htm,E,0,1,1925,False
Joe Crakes,/C/CrakJo20.htm,E,0,2,1933,False
Ed Crawford,/C/CrawEd20.htm,DB-E,0,1,1957,False
Fred Crawford,/C/CrawFr20.htm,E-DE-T,0,1,1935,False
Milan Creighton,/C/CreiMi20.htm,E,0,7,1937,False
Ted Cremer,/C/CremTe20.htm,E-DE,0,3,1948,False
Hal Crisler,/C/CrisHa20.htm,E,0,5,1950,False
Jack Crittendon,/C/CritJa20.htm,E,0,1,1954,False
Abe Croft,/C/CrofAb20.htm,E,0,2,1945,False
Bill Cronin,/C/CronBi20.htm,B-E,0,3,1929,False
Fritz Cronin,/C/CronFr20.htm,E-G,0,1,1927,False
Doc Cronkhite,/C/CronDo20.htm,E,0,1,1934,False
Jerry Cronin,/C/CronJe20.htm,E,0,1,1932,False
Rae Crowther,/C/CrowRa21.htm,E,0,2,1926,False
Joe Crowley,/C/CrowJo20.htm,E-DB,0,2,1945,False
Frank Culver,/C/CulvFr20.htm,C-E,0,3,1925,False
Frank Cumiskey,/C/CumiFr20.htm,E,0,1,1937,False
Cookie Cunningham,/C/CunnCo20.htm,E,0,5,1931,False
Don Currivan,/C/CurrDo20.htm,E,0,7,1949,False
Harry Curzon,/C/CurzHa20.htm,B-E,0,4,1928,False
Hector Cyre,/C/CyreHe20.htm,T-G-E,0,3,1928,False
Bill Daddio,/D/DaddBi20.htm,E,0,6,1946,False
Ted Dailey,/D/DailTe20.htm,E,0,1,1933,False
Red Daum,/D/DaumRe20.htm,E-B,0,5,1926,False
Bill Davidson,/D/DaviBi20.htm,B-E,0,3,1939,False
Bob Davis,/D/DaviBo22.htm,E-DE,0,5,1950,False
Carl Davis,/D/DaviCa21.htm,E-T-G,0,1,1927,False
Herb Davis,/D/DaviHe21.htm,WB-E-BB,0,2,1926,False
Hermit Davis,/D/DaviHe22.htm,E,0,1,1936,False
Joe Davis,/D/DaviJo21.htm,E-DE,0,1,1946,False
Lamar Davis,/D/DaviLa20.htm,E-DE,0,4,1949,False
Pahl Davis,/D/DaviPa20.htm,G-E-FB,0,1,1922,False
Ray Davis,/D/DaviRa21.htm,C-G-T-E,0,2,1933,False
Van Davis,/D/DaviVa20.htm,DE-E,0,3,1949,False
Art DeCarlo,/D/DeCaAr00.htm,DB-E,0,8,1960,False
Dick Deer Slayer,/D/DeerDi20.htm,E,0,1,1922,False
Paul Dekker,/D/DekkPa20.htm,E,0,1,1953,False
Vince Dennery,/D/DennVi20.htm,E,0,1,1941,False
Carmine DePascal,/D/DePaCa20.htm,E,0,1,1945,False
John Depner,/D/DepnJo20.htm,E,0,1,1929,False
Paul Des Jardien,/D/DesJPa20.htm,C-E,0,3,1922,False
Versil Deskin,/D/DeskVe20.htm,E,0,5,1939,False
Billy Dewell,/D/DeweBi20.htm,E,0,10,1949,False
Willard Dewveall,/D/DewvWi00.htm,E,0,6,1964,False
Dorne Dibble,/D/DibbDo00.htm,E-DB,0,7,1957,False
Tom Dickinson,/D/DickTo20.htm,E,0,1,1920,False
Dave Diehl,/D/DiehDa20.htm,E,0,7,1945,False
Herb Dieter,/D/DietHe20.htm,G-T-E,0,1,1922,False
Lavvie Dilweg,/D/DilwLa20.htm,E,0,9,1934,False
Emil Dobry,/D/DobrEm20.htm,E,0,1,1928,False
Cliff Dolaway,/D/DolaCl20.htm,E,0,1,1935,False
Dick Dolly,/D/DollDi20.htm,E,0,5,1945,False
John Doolan,/D/DoolJo20.htm,HB-E,0,4,1948,False
Jim Dooley,/D/DoolJi00.htm,B-E-FL-TE,0,10,1961,False
Jim Doran,/D/DoraJi00.htm,E-DE,0,11,1961,False
Bob Dove,/D/DoveBo00.htm,DE-E,0,9,1954,False
Pat Dowling,/D/DowlPa20.htm,E,0,1,1929,False
Xavier Downwind,/D/DownXa20.htm,T-E,0,2,1923,False
Eddie Doyle,/D/DoylEd21.htm,E,0,2,1925,False
Fred Dreher,/D/DrehFr20.htm,E,0,1,1938,False
Ted Drews,/D/DrewTe20.htm,E,0,3,1928,False
Hoot Drury,/D/DrurHo20.htm,E,0,2,1931,False
Johnny Druze,/D/DruzJo20.htm,E,0,1,1938,False
Joe Duckworth,/D/DuckJo20.htm,E,0,1,1947,False
Dick Duden,/D/DudeDi20.htm,DE-E,0,1,1949,False
Dukes Duford,/D/DufoDu20.htm,E-B,0,1,1924,False
Fred Dugan,/D/DugaFr00.htm,E,0,6,1963,False
Herb Duggins,/D/DuggHe20.htm,E,0,1,1934,False
Billy DuMoe,/D/DuMoBi20.htm,E,0,1,1921,False
Joe DuMoe,/D/DuMoJo20.htm,E,0,2,1921,False
Pat Dunnigan,/D/DunnPa22.htm,T-G-E,0,5,1926,False
John Durko,/D/DurkJo20.htm,E,0,2,1945,False
Joe DuSossoit,/D/DuSoJo20.htm,E,0,1,1921,False
Earl Duvall,/D/DuvaEa20.htm,G-T-E,0,3,1926,False
Les Dye,/D/DyexLe20.htm,E,0,2,1945,False
Harry Ebding,/E/EbdiHa20.htm,E,0,7,1937,False
Ray Ebli,/E/EbliRa20.htm,E,0,6,1947,False
Dan Edwards,/E/EdwaDa00.htm,E,0,7,1954,False
Dick Egan,/E/EganDi20.htm,E-B,0,5,1924,False
Don Eliason,/E/EliaDo20.htm,E,0,5,1946,False
Carl Elliott,/E/ElliCa20.htm,DE-E,0,4,1954,False
Bud Ellor,/E/ElloBu20.htm,G-E,0,1,1930,False
Mel Embree,/E/EmbrMe20.htm,E,0,2,1954,False
Al Endress,/E/EndrAl20.htm,DE-E,0,1,1952,False
Harry Englund,/E/EnglHa20.htm,E-HB,0,2,1922,False
Pat Epperson,/E/EppePa00.htm,E,0,1,1960,False
Swede Erickson,/E/EricSw20.htm,E,0,1,1924,False
Clarence Esser,/E/EsseCl20.htm,E,0,1,1947,False
Dick Evans,/E/EvanDi20.htm,E,0,4,1943,False
Jon Evans,/E/EvanJo22.htm,E,0,1,1958,False
John Fahay,/F/FahaJo20.htm,E-B-G,0,5,1929,False
Mickey Fallon,/F/FallMi20.htm,G-E,0,1,1922,False
Dick Faust,/F/FausDi20.htm,T-G-E,0,6,1929,False
Doc Fay,/F/FayxDo20.htm,E,0,1,1922,False
Tom Fears,/F/FearTo00.htm,E,1,9,1956,False
Andy Feichtinger,/F/FeicAn20.htm,E,0,1,1920,False
Lou Feist,/F/FeisLo20.htm,E-T-FB,0,3,1926,False
Nip Felber,/F/FelbNi20.htm,E,0,2,1933,False
Gene Felker,/F/FelkGe20.htm,E,0,1,1952,False
Dick Fencl,/F/FencDi20.htm,E,0,1,1933,False
Harold Fenner,/F/FennHa20.htm,E,0,11,1930,False
Jack Ferrante,/F/FerrJa20.htm,E-DE,0,10,1950,False
James Finnegan,/F/FinnJa21.htm,E-QB,0,1,1923,False
Ev Fisher,/F/FishEv20.htm,BB-E,0,3,1940,False
Bill Fisk,/F/FiskBi20.htm,E-DE,0,9,1948,False
Max Fiske,/F/FiskMa20.htm,B-E,0,4,1939,False
Joe Fitzgerald,/F/FitzJo20.htm,E,0,1,1920,False
Jim Flaherty,/F/FlahJi20.htm,E-HB,0,1,1923,False
Dick Flaherty,/F/FlahDi20.htm,E,0,1,1926,False
Ray Flaherty,/F/FlahRa20.htm,E-DE,1,9,1935,False
Latham Flanagan,/F/FlanLa20.htm,E,0,1,1931,False
Willie Flattery,/F/FlatWi20.htm,G-E,0,2,1926,False
Bill Fleckenstein,/F/FlecBi20.htm,G-E-T-C,0,7,1931,False
Arthur Fletcher,/F/FletAr20.htm,E,0,1,1950,False
Paul Flinn,/F/FlinPa20.htm,E,0,2,1923,False
Paul Florence,/F/FlorPa20.htm,E,0,1,1920,False
Jim Flower,/F/FlowJi20.htm,T-E-C-G,0,6,1925,False
Bernie Flowers,/F/FlowBe20.htm,E,0,1,1956,False
Hank Foldberg,/F/FoldHa20.htm,E,0,2,1949,False
Len Ford,/F/FordLe00.htm,DE-E,1,11,1958,False
Sam Fox,/F/FoxxSa20.htm,E,0,1,1945,False
Ike Frankian,/F/FranIk20.htm,E,0,3,1935,False
Paul Franklin,/F/FranPa22.htm,B-E,0,3,1933,False
Walt Frickey,/F/FricWa20.htm,E,0,1,1920,False
Bob Friedlund,/F/FrieBo20.htm,E,0,1,1946,False
Jake Friedman,/F/FrieJa20.htm,E,0,1,1926,False
Harry Fry,/F/FryxHa20.htm,E,0,1,1932,False
Ed Frutig,/F/FrutEd20.htm,E,0,6,1946,False
Ray Fuqua,/F/FuquRa20.htm,E,0,2,1936,False
Al Gansberg,/G/GansAl20.htm,E-T,0,1,1926,False
Milt Gantenbein,/G/GantMi20.htm,E-DE,0,10,1940,False
Frank Garden,/G/GardFr20.htm,E,0,6,1925,False
Budge Garrett,/G/GarrBu20.htm,E-G-FB,0,3,1922,False
Franny Garvey,/G/GarvFr20.htm,E,0,2,1926,False
Hec Garvey,/G/GarvHe20.htm,G-E-T-C,0,10,1931,False
Dan Garza,/G/GarzDa20.htm,E,0,3,1951,False
Charlie Gauer,/G/GaueCh20.htm,FB-E,0,3,1945,False
Chuck Gelatka,/G/GelaCh20.htm,E,0,4,1940,False
Bruce Gehrke,/G/GehrBr20.htm,E,0,1,1948,False
Dale Gentry,/G/GentDa20.htm,E,0,3,1948,False
Patsy Gerardi,/G/GeraPa20.htm,E,0,1,1921,False
Gorham Getchell,/G/GetcGo20.htm,E-DE,0,1,1947,False
Fred Getz,/G/GetzFr20.htm,E,0,1,1930,False
John Giannoni,/G/GianJo20.htm,E,0,1,1938,False
Jim Gibbons,/G/GibbJi00.htm,E-TE,0,11,1968,False
Joe Gibson,/G/GibsJo20.htm,C-E,0,6,1947,False
Paul Gibson,/G/GibsPa20.htm,E-QB-DB-DE,0,3,1949,False
Horace Gillom,/G/GillHo00.htm,E-DE,0,10,1956,False
Jug Girard,/G/GiraJu20.htm,E-HB-QB-DB,0,10,1957,False
Mack Gladden,/G/GladMa20.htm,E,0,1,1934,False
Morris Glassman,/G/GlasMo20.htm,E,0,2,1922,False
Fred Glatz,/G/GlatFr20.htm,E,0,1,1956,False
George Glennie,/G/GlenGe20.htm,G-E-T,0,1,1926,False
Herb Godfrey,/G/GodfHe20.htm,E,0,1,1942,False
Paul Goebel,/G/GoebPa20.htm,E,0,3,1925,False
Art Goerke,/G/GoerAr20.htm,E,0,1,1921,False
Gus Goetz,/G/GoetGu20.htm,E-T,0,2,1923,False
Sam Goldman,/G/GoldSa20.htm,E,0,6,1949,False
Earl Goldsmith,/G/GoldEa20.htm,E-WB,0,2,1922,False
Alan Goldstein,/G/GoldAl00.htm,E,0,1,1960,False
Archie Golembeski,/G/GoleAr20.htm,E-G-C,0,5,1929,False
Clyde Goodnight,/G/GoodCl20.htm,E,0,6,1950,False
Earl Goodwin,/G/GoodEa20.htm,E,0,1,1928,False
Myrl Goodwin,/G/GoodMy20.htm,B-E,0,1,1928,False
Tod Goodwin,/G/GoodTo21.htm,E,0,2,1936,False
Lou Gordon,/G/GordLo20.htm,T-G-E,0,9,1938,False
Doc Gorman,/G/GormDo20.htm,E,0,2,1922,False
Flop Gorrill,/G/GorrFl20.htm,E,0,1,1926,False
Les Grace,/G/GracLe20.htm,E,0,1,1930,False
Fred Graham,/G/GrahFr20.htm,E,0,1,1926,False
Gardie Grange,/G/GranGa20.htm,HB-E,0,3,1931,False
Bud Grant,/G/GranBu00.htm,E-DE,1,2,1952,False
Jack Gray,/G/GrayJa20.htm,E,0,1,1923,False
Sam Gray,/G/GraySa20.htm,E,0,2,1947,False
Jerry Green,/G/GreeJe00.htm,E,0,1,1960,False
John Green,/G/GreeJo01.htm,DE-E,0,5,1951,False
Larry Green,/G/GreeLa21.htm,E,0,1,1920,False
John Greene,/G/GreeJo21.htm,E-G-B,0,7,1950,False
Ed Greene,/G/GreeEd20.htm,G-E,0,1,1926,False
Al Greer,/G/GreeAl23.htm,E,0,1,1963,False
Jim Greer,/G/GreeJi00.htm,E,0,1,1960,False
Ted Grefe,/G/GrefTe20.htm,E,0,1,1945,False
Edd Gregg,/G/GregEd20.htm,E,0,1,1922,False
Glynn Gregory,/G/GregGl00.htm,E-DB,0,2,1962,False
Ken Gregory,/G/GregKe00.htm,E,0,3,1963,False
Charlie Grube,/G/GrubCh20.htm,E,0,1,1926,False
Herb Gruber,/G/GrubHe20.htm,E,0,3,1923,False
Frank Grube,/G/GrubFr20.htm,E,0,1,1928,False
Al Guarnieri,/G/GuarAl20.htm,E,0,2,1925,False
Len Gudd,/G/GuddLe20.htm,E,0,1,1934,False
Roy Guffey,/G/GuffRo20.htm,E,0,1,1926,False
Bob Gunderman,/G/GundBo20.htm,E,0,1,1957,False
Milo Gwosden,/G/GwosMi20.htm,E,0,1,1925,False
Ira Haaven,/H/HaavIr20.htm,E,0,1,1923,False
Al Hadden,/H/HaddAl20.htm,B-E,0,6,1930,False
Barney Hafen,/H/HafeBa20.htm,DE-E,0,2,1950,False
Vern Hagenbuckle,/H/HageVe20.htm,E,0,1,1926,False
Ray Hahn,/H/HahnRa20.htm,E,0,1,1926,False
Hoot Haines,/H/HainHo20.htm,T-G-E,0,2,1931,False
George Halas,/H/HalaGe20.htm,E,1,9,1928,False
Dick Haley,/H/HaleDi20.htm,DB-HB-E,0,6,1964,False
Pete Hall,/H/HallPe00.htm,E,0,1,1961,False
Death Halladay,/H/HallDi21.htm,E-WB,0,2,1924,False
Paul Halleck,/H/HallPa21.htm,E,0,1,1937,False
Ray Hamilton,/H/HamiRa20.htm,E,0,10,1947,False
Henry Hammond,/H/HammHe20.htm,E,0,1,1937,False
Ray Hanken,/H/HankRa20.htm,E,0,2,1938,False
Carl Hanke,/H/HankCa20.htm,E,0,4,1924,False
Chuck Hanneman,/H/HannCh21.htm,E,0,5,1941,False
Duke Hanny,/H/HannDu20.htm,E-T-G-FB,0,8,1930,False
Hal Hansen,/H/HansHa20.htm,FB-E,0,1,1923,False
Steve Hanson,/H/HansSt20.htm,E,0,1,1926,False
John Harrington,/H/HarrJo20.htm,E-DE,0,2,1947,False
Billy Harris,/H/HarrBi20.htm,E-DE,0,1,1937,False
